Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.09;0.11;0.17;0.12;0.11;0.16;0.20;0.14;0.16;0.18;0.21;0.17;3.07
Price/Earnings;9.24;12.02;18.75;27.45;17.00;6.62;14.58;12.56;12.54;—;8.57;15.73;25.84
Price/Cash Flow;10.64;9.53;14.95;—;16.25;17.17;25.12;11.17;8.70;3.31;4.88;12.86;17.36
Price/Book;0.77;0.79;1.16;0.78;0.71;0.86;0.93;0.67;0.71;0.69;0.75;0.76;4.27
Price/Forward Earnings;7.79;8.42;13.00;12.15;11.14;—;13.25;8.50;11.70;13.05;15.85;12.90;—
PEG Ratio;0.52;0.56;0.87;0.81;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.82;8.32;5.33;3.64;5.88;15.10;6.86;7.96;7.97;-9.72;11.67;5.60;—
Enterprise Value (Bil);0.51;0.57;0.91;0.68;0.65;0.86;1.05;0.79;0.94;0.65;0.76;0.83;—
Enterprise Value/EBIT;7.84;7.93;17.96;25.45;15.42;5.39;13.92;10.96;16.26;—;6.31;10.12;—
Enterprise Value/EBITDA;5.24;6.06;12.44;14.19;10.10;4.74;10.81;8.08;8.93;—;4.59;12.92;—
