Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.26;0.30;0.36;0.29;0.32;0.36;0.30;0.49;0.97;1.11;1.68;0.61;1.89
Price/Earnings;8.69;8.75;13.02;15.99;286.79;12.07;110.40;18.92;57.63;—;39.73;44.56;18.67
Price/Cash Flow;4.37;5.03;6.09;6.09;7.24;5.35;5.90;—;76.70;20.80;31.27;24.22;10.50
Price/Book;1.32;0.99;1.16;0.91;1.10;1.28;1.19;0.66;1.25;1.40;2.01;1.12;1.64
Price/Forward Earnings;8.25;7.72;11.43;11.20;15.67;13.59;8.83;7.57;13.07;12.79;15.63;11.99;—
PEG Ratio;3.11;4.29;6.35;6.22;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.51;11.43;7.68;6.25;0.35;8.29;0.91;5.29;1.74;-0.59;2.52;3.12;—
Enterprise Value (Bil);3.13;2.18;2.51;2.19;2.54;2.82;3.04;1.14;2.66;2.57;4.53;2.27;—
Enterprise Value/EBIT;7.53;7.71;8.76;12.99;38.22;11.38;29.50;8.25;24.56;—;27.70;17.98;—
Enterprise Value/EBITDA;4.32;5.43;6.18;7.35;12.47;7.32;12.18;7.09;18.95;68.65;21.53;17.99;—
