Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;1.13;1.77;2.31;1.65;0.57;1.22;1.26;1.95;4.34;6.48;1.92;3.07
Price/Earnings;—;31.47;—;51.90;33.24;44.49;297.28;28.00;26.65;55.52;48.18;148.29;25.84
Price/Cash Flow;—;27.45;56.18;118.13;38.39;9.67;5.94;10.82;12.50;24.67;29.50;16.17;17.36
Price/Book;—;4.79;5.15;5.95;3.83;1.39;—;79.39;—;30.75;24.41;81.86;4.27
Price/Forward Earnings;—;—;39.37;40.98;25.51;14.77;—;14.88;16.95;22.88;32.47;20.05;—
PEG Ratio;—;—;—;1.64;1.01;1.28;—;0.58;1.31;1.29;2.70;1.33;—
Earnings Yield %;—;3.18;-1.41;1.93;3.01;2.25;0.34;3.57;3.75;1.80;2.08;2.51;—
Enterprise Value (Bil);—;1.45;2.72;3.95;3.57;1.79;3.10;3.74;5.94;10.69;16.01;5.14;—
Enterprise Value/EBIT;—;31.23;—;26.58;18.46;21.43;46.17;18.94;18.85;29.64;25.91;28.93;—
Enterprise Value/EBITDA;—;19.94;—;21.79;15.19;13.04;23.13;13.87;14.83;23.13;22.33;18.05;—
