Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.57;0.47;0.60;0.62;0.42;0.65;0.43;0.32;0.28;0.46;0.66;0.41;3.07
Price/Earnings;21.51;13.91;15.77;18.27;12.34;35.55;38.84;13.74;15.30;18.84;22.23;22.05;25.84
Price/Cash Flow;14.41;15.70;6.81;10.32;13.60;9.61;—;6.55;9.39;6.23;7.68;9.48;17.36
Price/Book;1.87;1.81;1.87;1.83;1.21;2.47;2.16;1.50;1.55;2.46;3.39;1.94;4.27
Price/Forward Earnings;13.97;12.25;13.26;18.08;14.41;22.62;—;—;—;—;17.39;17.54;—
PEG Ratio;0.94;0.94;1.02;2.58;2.06;—;—;—;—;—;—;—;—
Earnings Yield %;4.65;7.19;6.34;5.47;8.10;2.81;2.57;7.28;6.54;5.31;4.50;5.14;—
Enterprise Value (Bil);0.39;0.44;0.47;0.51;0.38;0.64;0.67;0.56;0.74;1.08;1.50;0.71;—
Enterprise Value/EBIT;13.11;7.95;8.47;9.72;6.64;19.28;20.86;13.17;14.02;13.49;15.29;15.05;—
Enterprise Value/EBITDA;8.13;5.47;5.62;5.98;4.05;8.84;9.40;6.93;7.64;8.53;10.37;7.80;—
