Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.48;2.74;2.57;3.09;3.27;3.15;3.89;4.23;4.61;4.90;6.18;4.10;1.50
Price/Earnings;18.19;19.56;18.57;24.15;32.47;22.14;25.13;24.12;29.09;124.44;178.20;42.08;24.83
Price/Cash Flow;16.74;25.07;20.33;26.09;27.06;20.47;21.33;21.43;24.87;35.06;34.26;23.79;11.13
Price/Book;2.03;2.04;1.97;2.11;2.12;2.04;2.54;2.56;2.62;2.93;3.39;2.49;1.87
Price/Forward Earnings;14.20;14.73;15.92;17.33;19.57;18.05;23.09;23.42;22.68;28.49;28.90;22.62;—
PEG Ratio;1.75;1.38;1.33;1.62;0.87;1.54;2.85;4.14;1.99;0.68;0.69;2.13;—
Earnings Yield %;5.50;5.11;5.39;4.14;3.08;4.52;3.98;4.15;3.44;0.80;0.56;3.49;—
Enterprise Value (Bil);22.81;32.26;30.66;32.90;36.73;36.02;42.71;44.79;48.52;49.38;56.99;44.38;—
Enterprise Value/EBIT;11.86;15.70;14.58;17.96;23.07;16.95;18.90;19.04;20.27;51.33;76.60;24.99;—
Enterprise Value/EBITDA;10.95;14.46;13.40;16.17;20.34;15.37;17.23;17.44;18.52;37.64;51.86;20.88;—
