Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.34;0.51;0.53;0.64;0.66;0.76;0.90;0.47;0.38;0.53;0.60;0.55;3.07
Price/Earnings;1.56;5.17;8.26;28.69;14.75;20.13;21.99;19.09;34.04;—;14.04;21.34;25.84
Price/Cash Flow;—;17.39;147.32;7.29;11.71;8.72;11.58;6.58;11.60;6.84;4.96;8.59;17.36
Price/Book;0.56;0.86;1.04;1.30;1.55;1.79;2.12;1.10;0.92;1.30;1.61;1.31;4.27
Price/Forward Earnings;9.48;—;11.06;—;—;17.36;—;—;17.01;14.45;12.58;—;—
PEG Ratio;—;—;—;—;—;—;—;—;1.06;0.90;0.79;—;—
Earnings Yield %;63.95;19.33;12.11;3.49;6.78;4.97;4.55;5.24;2.94;-10.96;7.12;1.15;—
Enterprise Value (Mil);16.28;92.62;131.76;164.40;244.88;288.88;348.02;163.00;112.92;296.18;332.38;223.80;—
Enterprise Value/EBIT;0.27;7.52;8.63;16.08;9.92;8.65;13.05;7.90;21.40;—;28.96;11.26;—
Enterprise Value/EBITDA;0.25;5.21;6.20;9.45;7.23;6.40;8.68;4.82;6.05;—;13.51;89.46;—
