Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.41;0.48;0.72;0.63;0.48;0.64;0.60;0.26;0.87;0.80;0.69;0.64;3.01
Price/Earnings;13.71;12.85;21.10;17.05;16.32;14.57;714.67;325.33;49.46;—;28.88;183.34;25.53
Price/Cash Flow;5.21;6.76;7.62;11.38;5.45;8.57;8.69;6.35;31.33;6.49;5.83;9.23;17.03
Price/Book;1.08;1.39;1.99;1.60;1.24;1.50;1.32;0.71;1.50;1.30;1.10;1.26;4.19
Price/Forward Earnings;11.76;9.91;13.33;11.75;11.35;16.42;—;9.76;—;—;—;15.12;—
PEG Ratio;0.84;0.99;1.33;1.18;1.13;1.64;—;1.95;—;—;—;2.08;—
Earnings Yield %;7.29;7.78;4.74;5.87;6.13;6.86;0.14;0.31;2.02;-4.58;3.46;0.82;—
Enterprise Value (Bil);0.85;0.90;1.57;1.46;1.12;1.37;1.32;0.84;1.10;1.00;0.85;1.10;—
Enterprise Value/EBIT;10.63;9.22;19.66;14.32;14.59;13.08;115.42;15.39;27.29;—;18.98;37.04;—
Enterprise Value/EBITDA;5.71;5.39;10.58;8.40;7.92;8.04;15.74;6.22;12.09;52.49;8.51;16.84;—
