Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.12;3.11;3.94;4.25;5.00;5.79;7.22;6.88;9.40;11.59;13.24;8.32;3.07
Price/Earnings;9.44;14.68;14.01;18.22;36.74;29.73;30.23;41.80;29.75;35.87;37.83;36.15;25.84
Price/Cash Flow;8.12;7.44;11.08;12.02;15.48;13.74;16.54;17.53;23.31;25.76;29.12;19.78;17.36
Price/Book;3.66;3.08;3.80;4.23;5.68;6.83;7.35;9.08;11.32;13.60;15.55;10.03;4.27
Price/Forward Earnings;8.47;8.15;13.33;16.08;19.49;21.10;25.25;23.36;28.90;33.00;33.33;26.00;—
PEG Ratio;0.86;1.11;1.25;1.76;1.35;2.58;2.78;1.88;2.78;2.57;2.71;2.53;—
Earnings Yield %;10.59;6.81;7.14;5.49;2.72;3.36;3.31;2.39;3.36;2.79;2.64;2.99;—
Enterprise Value (Bil);172.90;169.54;245.76;316.25;378.89;420.92;612.68;726.36;1,139.77;1,611.71;2,033.14;942.95;—
Enterprise Value/EBIT;6.07;8.30;8.66;11.32;19.95;20.05;22.89;17.53;23.36;27.31;30.08;22.62;—
Enterprise Value/EBITDA;5.53;7.15;7.59;9.40;15.17;15.05;16.91;13.96;18.80;22.55;25.59;17.77;—
