Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.09;1.82;2.49;2.26;2.50;2.64;2.92;2.97;3.80;4.40;5.15;3.44;3.01
Price/Earnings;27.14;30.60;34.76;27.80;30.66;32.56;30.29;26.99;37.04;52.78;68.25;36.72;25.53
Price/Cash Flow;16.01;17.86;22.47;18.04;16.75;16.67;20.88;20.60;23.25;31.02;33.66;22.54;17.03
Price/Book;6.84;3.49;4.63;4.07;4.99;4.98;5.37;5.35;6.50;10.28;9.43;6.49;4.19
Price/Forward Earnings;19.19;20.16;24.10;21.83;23.15;23.70;25.32;24.94;29.33;41.15;40.82;30.52;—
PEG Ratio;1.39;1.23;1.73;1.73;1.98;1.95;1.89;2.15;2.62;5.43;2.51;2.78;—
Earnings Yield %;3.68;3.27;2.88;3.60;3.26;3.07;3.30;3.71;2.70;1.89;1.47;2.90;—
Enterprise Value (Bil);14.25;26.57;38.25;37.94;40.43;40.66;46.11;49.30;62.84;68.13;65.26;53.88;—
Enterprise Value/EBIT;17.77;20.47;25.58;19.82;22.82;23.99;23.40;23.81;29.35;39.10;47.06;28.42;—
Enterprise Value/EBITDA;12.12;13.20;16.79;13.63;15.33;15.97;16.19;16.44;20.22;24.85;29.45;20.72;—
