Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.56;0.59;0.74;0.69;1.02;0.98;1.02;0.73;1.03;1.21;1.48;0.99;3.01
Price/Earnings;21.23;20.03;34.18;—;31.09;27.23;21.16;10.12;18.11;20.13;36.30;19.43;25.53
Price/Cash Flow;9.01;10.78;15.92;10.04;14.59;10.17;12.88;9.60;11.56;7.27;10.34;10.28;17.03
Price/Book;1.01;1.07;1.41;1.42;1.71;2.07;1.96;1.20;1.77;1.80;2.05;1.70;4.19
Price/Forward Earnings;17.73;16.08;20.49;18.62;16.53;17.36;15.82;11.00;14.86;15.85;16.34;14.83;—
PEG Ratio;2.40;0.74;0.94;0.67;0.44;0.49;0.73;1.91;1.98;6.74;2.91;2.07;—
Earnings Yield %;4.71;4.99;2.93;-1.55;3.22;3.67;4.72;9.88;5.52;4.97;2.76;5.67;—
Enterprise Value (Bil);15.55;14.31;17.46;18.87;23.30;34.95;31.29;26.89;38.53;33.07;38.92;31.86;—
Enterprise Value/EBIT;14.83;13.88;21.14;60.42;19.66;18.86;15.85;11.47;15.18;15.35;21.74;15.05;—
Enterprise Value/EBITDA;7.59;7.84;10.97;16.70;12.30;11.83;10.66;7.76;9.73;9.30;12.12;9.62;—
