Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.88;3.28;2.92;3.43;3.06;3.52;3.30;3.55;3.88;3.52;3.38;3.49;3.04
Price/Earnings;13.65;14.67;12.10;19.26;16.94;21.62;20.97;21.42;23.09;77.97;22.90;30.95;17.82
Price/Cash Flow;8.60;7.07;6.24;8.72;6.95;8.76;8.66;8.29;9.65;11.56;11.20;9.16;—
Price/Book;8.95;6.01;6.39;7.46;7.68;9.53;8.94;10.02;11.20;14.04;9.76;10.02;2.16
Price/Forward Earnings;—;1.75;1.70;—;—;18.42;—;—;—;—;—;—;—
PEG Ratio;—;1.01;0.97;—;—;3.18;—;—;—;—;—;—;—
Earnings Yield %;7.33;6.81;8.27;5.19;5.90;4.62;4.77;4.67;4.33;1.28;4.37;4.03;—
Enterprise Value (Bil);12.08;8.99;8.34;10.21;10.78;13.15;12.39;12.60;14.01;12.91;12.60;12.68;—
Enterprise Value/EBIT;9.80;9.19;8.02;10.50;11.35;13.35;13.67;13.11;13.60;21.96;13.08;14.62;—
Enterprise Value/EBITDA;7.36;6.28;5.91;6.87;7.00;8.21;8.11;7.94;8.23;11.23;7.64;8.40;—
