Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.47;0.49;0.64;0.73;0.49;0.65;0.44;0.23;0.20;0.34;0.27;0.35;3.01
Price/Earnings;12.76;14.40;27.34;13.88;46.46;21.85;29.10;3.23;—;11.14;6.16;58.10;25.53
Price/Cash Flow;12.40;4.65;9.23;9.73;6.04;5.94;4.05;2.75;11.18;2.54;1.81;4.54;17.03
Price/Book;1.65;1.66;2.23;2.48;1.76;2.29;1.54;0.64;0.83;1.26;0.90;1.22;4.19
Price/Forward Earnings;10.70;9.30;11.01;13.33;10.60;17.95;12.27;14.99;-133.33;10.15;23.15;24.94;—
PEG Ratio;1.07;0.93;2.20;2.67;2.12;3.59;2.45;3.00;—;—;—;2.60;—
Earnings Yield %;7.83;6.95;3.66;7.21;2.15;4.58;3.44;30.98;-55.48;8.98;16.23;-1.03;—
Enterprise Value (Bil);1.24;1.42;1.67;1.97;1.39;1.70;1.44;1.12;1.37;1.42;1.21;1.38;—
Enterprise Value/EBIT;11.73;9.74;21.04;17.71;19.93;13.78;20.76;11.25;—;11.70;8.03;17.96;—
Enterprise Value/EBITDA;7.08;6.30;9.96;9.84;8.89;8.05;8.28;5.58;—;6.07;4.65;52.86;—
