Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;13.27;13.62;13.51;14.93;18.26;15.43;13.74;12.90;13.17;14.03;17.95;14.06;3.01
Price/Earnings;44.09;37.89;32.03;36.82;41.56;34.23;30.56;27.28;25.17;35.58;45.45;30.82;25.53
Price/Cash Flow;19.42;19.36;18.96;20.72;24.52;20.44;18.49;17.19;18.06;19.86;25.46;19.13;17.03
Price/Book;4.43;4.73;4.96;6.21;8.40;7.68;7.40;7.24;7.42;8.41;11.09;7.73;4.19
Price/Forward Earnings;34.60;35.21;29.07;31.85;37.59;32.68;26.74;25.32;25.77;31.85;38.61;28.90;—
PEG Ratio;3.46;3.70;2.74;4.69;—;9.98;3.64;3.26;13.22;15.48;7.00;6.74;—
Earnings Yield %;2.26;2.64;3.12;2.72;2.41;2.92;3.27;3.67;3.97;2.81;2.20;3.30;—
Enterprise Value (Bil);26.47;28.13;29.46;35.98;46.91;43.16;41.13;40.26;42.26;46.16;59.91;43.20;—
Enterprise Value/EBIT;31.65;29.62;28.31;32.47;36.06;30.52;27.82;25.92;23.91;31.82;40.31;28.29;—
Enterprise Value/EBITDA;22.12;21.51;20.87;23.31;27.10;23.43;21.37;19.78;18.64;23.11;29.22;21.51;—
