Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.66;0.71;0.92;0.75;0.72;1.21;1.07;0.69;0.73;0.81;1.36;0.88;3.01
Price/Earnings;19.98;27.32;37.59;23.36;20.67;37.20;18.76;7.91;9.62;37.72;17.94;18.56;25.53
Price/Cash Flow;9.43;11.44;17.75;14.01;5.94;12.12;15.48;7.56;6.62;5.57;9.69;9.90;17.03
Price/Book;1.68;1.79;2.23;2.02;1.66;2.46;2.38;1.62;1.63;1.56;2.53;1.90;4.19
Price/Forward Earnings;12.41;15.63;21.60;16.21;19.49;18.08;14.16;8.85;15.31;17.86;6.09;14.21;—
PEG Ratio;1.69;0.96;0.76;0.49;1.96;1.91;—;16.70;—;—;—;1.21;—
Earnings Yield %;5.00;3.66;2.66;4.28;4.84;2.69;5.33;12.64;10.39;2.65;5.57;7.16;—
Enterprise Value (Bil);14.41;16.21;19.64;18.67;15.23;20.97;22.98;18.19;19.41;18.32;31.41;20.11;—
Enterprise Value/EBIT;12.12;15.80;21.16;14.77;12.54;18.42;12.30;6.40;7.35;19.04;14.63;11.92;—
Enterprise Value/EBITDA;8.11;9.93;12.81;9.48;7.92;11.48;8.89;5.10;5.77;10.51;10.70;8.04;—
