Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.03;0.04;0.05;0.05;0.05;0.08;0.06;0.05;0.05;0.06;0.11;0.06;3.01
Price/Earnings;30.38;14.82;20.70;7.82;8.29;—;—;8.03;8.51;6.39;10.40;9.30;25.53
Price/Cash Flow;—;2.90;3.26;4.63;3.74;7.95;2.47;—;2.13;2.43;12.95;4.61;17.03
Price/Book;1.49;1.59;2.33;2.26;0.88;1.38;1.45;1.19;1.42;1.11;1.62;1.30;4.19
Price/Forward Earnings;14.14;12.08;12.52;11.26;—;—;—;—;—;—;—;—;—
PEG Ratio;4.37;5.25;5.44;4.90;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.29;6.75;4.83;12.79;12.07;-20.87;-4.55;12.45;11.76;15.64;9.61;2.29;—
Enterprise Value (Bil);1.36;1.68;1.83;1.85;1.77;1.79;1.54;1.85;2.13;1.90;2.30;1.88;—
Enterprise Value/EBIT;29.29;19.81;22.50;10.93;12.76;—;26.25;14.27;11.33;10.54;12.61;14.63;—
Enterprise Value/EBITDA;17.76;12.89;11.96;7.30;7.14;67.21;9.42;7.87;7.17;6.73;8.16;12.25;—
