Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.94;3.82;5.65;4.98;3.74;3.68;5.35;2.29;1.94;2.39;3.46;3.11;3.07
Price/Earnings;26.80;39.68;42.44;27.00;16.64;16.80;22.21;7.65;—;44.80;19.32;28.31;25.84
Price/Cash Flow;7.41;10.89;12.62;9.89;7.79;7.97;10.53;4.44;4.95;5.16;6.46;6.47;17.36
Price/Book;2.86;3.29;5.65;4.46;3.23;2.59;3.12;1.40;1.33;1.57;2.45;1.99;4.27
Price/Forward Earnings;13.18;17.21;22.37;18.83;11.36;9.73;12.47;6.09;6.05;7.90;9.59;8.64;—
PEG Ratio;0.96;0.99;1.32;1.27;0.79;0.75;0.82;0.69;0.73;0.80;0.74;0.75;—
Earnings Yield %;3.73;2.52;2.36;3.70;6.01;5.95;4.50;13.06;-3.42;2.23;5.18;4.30;—
Enterprise Value (Bil);5.18;7.35;11.73;12.16;9.68;9.44;12.85;6.32;5.44;5.79;7.92;8.09;—
Enterprise Value/EBIT;8.70;13.31;14.08;10.58;8.31;8.84;10.88;5.56;24.10;12.78;9.53;11.24;—
Enterprise Value/EBITDA;7.42;9.59;12.02;9.50;7.41;7.87;9.93;5.03;15.18;8.54;8.11;8.86;—
