Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.18;2.40;3.06;6.11;4.60;4.36;4.85;3.17;6.25;7.74;7.33;5.31;3.07
Price/Earnings;13.63;18.62;19.70;30.55;18.74;14.41;17.55;13.38;24.72;31.85;26.43;20.44;25.84
Price/Cash Flow;8.45;11.01;10.99;18.13;15.08;13.09;12.05;9.74;15.43;21.56;19.73;14.49;17.36
Price/Book;1.89;2.00;2.57;5.47;4.65;3.90;4.26;2.85;5.00;6.10;6.70;4.55;4.27
Price/Forward Earnings;7.91;8.68;11.24;16.26;11.93;12.08;12.99;9.02;18.48;20.45;17.79;14.93;—
PEG Ratio;0.52;0.55;0.72;0.92;0.80;1.01;1.08;0.75;1.42;1.35;1.06;1.17;—
Earnings Yield %;7.34;5.37;5.08;3.27;5.34;6.94;5.70;7.48;4.05;3.14;3.78;5.26;—
Enterprise Value (Bil);2.66;3.52;4.88;13.06;13.64;12.71;15.70;10.64;19.56;24.57;30.35;17.29;—
Enterprise Value/EBIT;9.01;13.16;14.16;23.09;13.29;11.32;12.52;8.06;20.40;27.13;22.11;15.49;—
Enterprise Value/EBITDA;7.15;9.44;10.89;18.97;11.16;9.27;10.40;6.57;14.70;19.35;17.55;12.02;—
