Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.94;2.01;2.65;2.33;1.58;1.77;1.61;0.99;1.09;1.28;1.75;1.30;3.01
Price/Earnings;20.35;17.94;21.32;17.05;12.04;15.23;15.75;10.53;14.30;49.59;38.16;144.49;25.53
Price/Cash Flow;10.26;14.11;17.06;12.94;7.93;10.64;7.45;4.86;6.38;4.90;5.40;6.55;17.03
Price/Book;3.44;4.32;5.28;4.25;3.28;5.15;4.61;2.53;3.09;3.17;3.68;3.61;4.19
Price/Forward Earnings;13.81;14.29;17.57;14.97;11.27;13.81;13.50;9.29;10.19;12.27;16.31;13.15;—
PEG Ratio;1.18;1.08;1.28;1.26;1.51;1.72;2.27;1.47;6.21;12.15;0.40;20.37;—
Earnings Yield %;4.91;5.57;4.69;5.87;8.31;6.56;6.35;9.50;6.99;2.02;2.62;6.59;—
Enterprise Value (Bil);13.00;14.94;19.26;18.37;13.91;16.44;14.85;11.61;12.25;11.59;12.85;13.19;—
Enterprise Value/EBIT;18.66;14.83;16.69;14.01;11.64;15.64;17.22;14.22;21.46;75.12;49.23;49.47;—
Enterprise Value/EBITDA;14.53;12.70;14.61;12.36;10.04;13.03;13.73;10.84;15.05;32.90;29.23;20.12;—
