Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.28;3.15;4.97;4.55;4.24;5.34;5.27;4.30;7.36;10.97;9.22;6.29;3.07
Price/Earnings;27.18;—;32.84;26.13;35.76;42.67;38.51;60.98;50.98;24.25;53.38;43.51;25.84
Price/Cash Flow;18.37;18.57;17.13;16.63;18.23;21.02;27.12;19.92;48.45;18.97;32.36;24.86;17.36
Price/Book;2.53;2.81;4.04;3.35;3.39;4.23;3.90;3.32;5.15;6.29;5.92;4.34;4.27
Price/Forward Earnings;19.80;21.19;21.55;19.84;21.05;22.68;21.98;—;—;—;—;21.77;—
PEG Ratio;1.06;1.77;1.80;1.65;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.68;-3.57;3.05;3.83;2.80;2.34;2.60;1.64;1.96;4.12;1.87;2.94;—
Enterprise Value (Bil);0.73;0.86;1.50;1.30;1.24;1.75;1.92;1.51;2.67;4.46;4.56;2.37;—
Enterprise Value/EBIT;15.18;—;—;21.47;30.43;37.66;34.52;24.38;64.37;77.66;47.71;42.73;—
Enterprise Value/EBITDA;11.47;—;104.94;15.65;19.51;24.93;24.21;17.41;40.78;53.04;36.32;29.25;—
