Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.19;1.99;2.54;0.92;0.50;1.22;1.63;1.72;1.86;3.30;4.75;1.97;3.01
Price/Earnings;35.34;28.26;37.07;13.85;10.15;—;—;31.88;44.11;66.55;59.79;49.47;25.53
Price/Cash Flow;41.76;22.98;32.31;10.14;5.08;5.69;35.07;21.98;29.37;21.94;35.57;24.82;17.03
Price/Book;2.66;2.86;3.74;1.21;0.60;1.55;1.98;2.43;2.02;3.23;3.43;2.17;4.19
Price/Forward Earnings;17.33;18.87;23.15;13.26;20.66;52.08;24.04;22.03;13.70;35.21;36.23;29.91;—
PEG Ratio;0.58;1.00;0.93;0.66;—;3.84;0.41;0.49;—;—;—;—;—
Earnings Yield %;2.83;3.54;2.70;7.22;9.86;-18.10;-0.15;3.14;2.27;1.50;1.67;-0.56;—
Enterprise Value (Bil);1.60;2.12;3.05;1.18;0.69;1.07;1.87;2.39;3.18;4.79;5.82;2.57;—
Enterprise Value/EBIT;18.00;17.83;23.82;8.76;7.20;—;94.92;28.31;36.34;47.19;46.76;40.61;—
Enterprise Value/EBITDA;13.88;14.03;18.19;6.69;4.86;—;32.61;17.33;20.19;25.05;28.35;20.91;—
