Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;2.00;1.44;1.77;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;15.44;10.99;10.90;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;9.28;7.32;7.64;—;17.36
Price/Book;—;—;—;—;—;—;—;—;2.19;1.60;1.92;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;15.48;13.95;13.50;—;—
PEG Ratio;—;—;—;—;—;—;—;—;4.62;—;12.62;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;6.48;9.10;9.18;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;26.47;20.59;23.49;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;11.17;7.85;7.44;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;10.22;7.11;6.78;—;—
