Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.64;0.92;1.03;1.01;1.43;0.84;0.85;1.08;0.72;0.81;1.02;0.87;3.07
Price/Earnings;8.30;6.05;8.21;—;—;27.37;—;12.55;8.00;12.67;51.33;44.98;25.84
Price/Cash Flow;1.47;3.23;3.63;2.50;32.58;12.03;—;3.56;8.42;5.33;3.87;12.05;17.36
Price/Book;0.46;0.75;0.76;0.68;1.38;0.88;0.85;1.23;0.82;0.81;0.97;0.92;4.27
Price/Forward Earnings;20.75;5.87;10.89;-5.03;-192.31;14.04;—;—;-33.33;—;7.38;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;0.30;—;—
Earnings Yield %;12.05;16.53;12.18;-35.49;-5.28;3.65;-9.56;7.97;12.50;7.89;1.95;4.07;—
Enterprise Value (Mil);30.96;48.22;53.04;34.85;75.13;50.53;55.14;59.97;39.81;32.30;36.90;48.32;—
Enterprise Value/EBIT;4.57;3.80;4.71;—;—;11.35;—;5.94;4.06;5.27;14.08;9.52;—
Enterprise Value/EBITDA;2.78;2.69;3.09;—;10.58;4.42;10.27;3.89;2.84;3.27;5.74;4.56;—
