Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.18;5.29;5.24;4.81;3.24;4.15;4.28;3.66;4.43;7.44;5.57;4.46;3.07
Price/Earnings;20.26;18.52;18.99;16.89;15.52;17.11;38.80;—;24.58;33.70;20.46;27.15;25.84
Price/Cash Flow;18.88;17.46;14.84;14.34;14.88;13.20;20.33;21.38;14.77;30.11;16.88;19.21;17.36
Price/Book;3.42;3.00;3.47;3.14;2.38;3.03;3.08;74.20;20.54;28.48;21.66;16.17;4.27
Price/Forward Earnings;13.70;13.42;14.47;14.35;11.98;13.72;16.86;13.79;21.23;21.74;16.42;16.29;—
PEG Ratio;0.88;1.11;1.30;1.42;1.22;1.29;1.74;0.98;1.57;0.95;0.66;1.20;—
Earnings Yield %;4.94;5.40;5.27;5.92;6.44;5.84;2.58;-5.83;4.07;2.97;4.89;2.19;—
Enterprise Value (Bil);81.62;92.88;110.29;105.38;68.38;89.47;79.33;73.14;104.52;177.57;165.04;99.06;—
Enterprise Value/EBIT;14.07;12.83;13.42;12.00;10.37;12.55;22.58;57.10;12.89;28.09;17.38;23.74;—
Enterprise Value/EBITDA;11.89;11.37;11.94;10.61;8.76;10.46;15.95;25.74;10.99;23.02;15.07;16.37;—
