Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;7.61;9.71;9.44;11.45;11.22;12.14;11.09;12.19;13.27;10.47;12.23;11.48;3.07
Price/Earnings;31.78;31.52;30.03;33.65;30.57;37.92;35.13;33.98;38.58;33.54;40.19;34.06;25.84
Price/Cash Flow;13.55;14.92;13.17;16.44;15.43;16.70;14.80;16.38;17.23;15.55;16.84;15.61;17.36
Price/Book;1.64;1.52;1.67;2.25;2.18;2.17;2.11;2.27;2.31;1.82;2.09;1.99;4.27
Price/Forward Earnings;25.38;23.47;23.70;31.75;—;35.09;32.15;—;31.15;—;—;30.91;—
PEG Ratio;5.37;7.15;7.22;9.68;—;5.01;5.36;—;—;—;—;5.87;—
Earnings Yield %;3.15;3.17;3.33;2.97;3.27;2.64;2.85;2.94;2.59;2.98;2.49;3.01;—
Enterprise Value (Bil);3.85;5.34;5.78;7.62;8.23;9.23;9.65;10.62;12.34;10.44;11.60;10.35;—
Enterprise Value/EBIT;25.65;26.72;25.31;29.63;28.98;30.93;28.34;29.25;31.88;28.30;33.09;29.14;—
Enterprise Value/EBITDA;18.71;19.41;18.00;20.58;19.87;20.82;18.94;19.77;21.57;18.49;21.17;19.58;—
