Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;13.91;8.80;10.34;9.64;8.03;4.98;4.70;3.22;3.00;25.49;21.42;7.21;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;1,341.58;681.90;—;25.53
Price/Cash Flow;—;—;194.23;176.33;—;100.28;—;41.11;33.06;165.14;95.94;136.54;17.03
Price/Book;10.15;31.02;32.82;29.18;23.99;12.88;11.15;12.74;12.54;42.26;28.83;16.71;4.19
Price/Forward Earnings;-14.90;-49.75;133.33;65.36;156.25;384.62;-70.92;61.35;95.24;175.44;156.25;181.05;—
PEG Ratio;—;—;5.58;2.73;1.67;11.00;—;1.76;—;1.42;4.10;—;—
Earnings Yield %;-6.76;-10.89;-0.84;-0.73;-2.22;-2.99;-2.74;-3.18;-1.12;0.07;0.15;-1.98;—
Enterprise Value (Bil);2.93;4.13;18.40;28.07;32.80;34.05;60.50;67.93;84.79;678.08;658.83;155.43;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;1,017.60;418.31;287.07;-138.14;—
Enterprise Value/EBITDA;—;—;—;332.93;—;410.75;246.13;138.06;39.30;173.78;140.63;-194.33;—
