Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.96;2.61;4.24;5.59;6.15;4.56;4.02;4.00;3.05;2.35;3.54;3.63;3.07
Price/Earnings;32.20;30.94;111.67;131.30;53.19;54.49;41.94;31.22;36.18;—;305.57;73.14;25.84
Price/Cash Flow;9.30;14.27;23.68;25.00;27.84;21.28;19.67;21.51;16.31;73.23;93.80;23.45;17.36
Price/Book;0.71;1.01;1.54;2.20;2.48;1.77;1.56;1.47;1.13;0.85;1.29;1.37;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;—;6.45;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;0.48;—;—
Earnings Yield %;3.11;3.23;0.90;0.76;1.88;1.84;2.38;3.20;2.76;-3.20;-1.32;1.70;—
Enterprise Value (Mil);36.02;48.43;70.92;100.19;116.76;84.33;75.51;74.16;76.21;75.82;98.72;77.13;—
Enterprise Value/EBIT;16.95;13.31;45.32;59.35;38.39;32.61;24.55;60.34;29.63;—;232.11;47.98;—
Enterprise Value/EBITDA;9.79;9.26;22.03;29.19;24.83;19.95;15.80;24.40;17.11;—;113.57;102.95;—
