Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.21;0.21;0.28;0.26;0.23;0.27;0.28;0.21;0.24;0.28;0.29;0.25;3.07
Price/Earnings;7.53;8.35;13.14;11.31;11.53;12.85;14.16;11.36;—;17.07;12.01;13.55;25.84
Price/Cash Flow;10.01;6.27;13.50;13.53;9.23;9.73;33.41;46.31;11.51;4.70;9.97;40.08;17.36
Price/Book;1.18;1.01;1.35;1.31;1.18;1.43;1.45;1.12;1.46;1.52;1.64;1.35;4.27
Price/Forward Earnings;7.57;7.77;9.90;9.23;8.33;9.82;9.71;7.41;10.48;14.84;10.42;10.10;—
PEG Ratio;0.75;—;6.39;0.88;1.14;—;1.48;1.00;1.76;2.36;0.95;1.51;—
Earnings Yield %;13.29;11.97;7.61;8.84;8.67;7.78;7.06;8.80;-1.32;5.86;8.32;5.74;—
Enterprise Value (Bil);5.86;5.58;7.11;7.52;7.42;8.79;9.67;8.91;9.87;9.32;10.49;9.12;—
Enterprise Value/EBIT;6.39;6.87;9.83;8.75;9.88;10.17;11.46;8.29;51.53;11.82;9.79;16.06;—
Enterprise Value/EBITDA;5.78;6.01;8.36;7.45;8.16;8.58;9.73;7.10;26.08;9.52;8.30;12.61;—
