Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.62;1.05;1.22;1.19;1.27;1.96;2.10;2.19;2.21;1.97;2.18;2.02;3.07
Price/Earnings;31.46;23.81;19.78;18.99;17.41;25.99;24.69;22.98;25.39;17.83;19.59;22.70;25.84
Price/Cash Flow;6.38;3.88;5.99;11.17;7.36;9.64;10.84;12.34;13.86;7.81;9.71;10.55;17.36
Price/Book;1.27;1.73;2.00;2.05;1.69;2.44;2.54;2.71;2.72;2.07;2.26;2.41;4.27
Price/Forward Earnings;21.10;14.06;11.03;—;—;—;24.45;—;21.55;—;19.19;—;—
PEG Ratio;1.46;2.81;1.84;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.18;4.20;5.06;5.26;5.75;3.85;4.05;4.35;3.94;5.61;5.10;4.48;—
Enterprise Value (Bil);1.28;1.29;1.48;1.69;1.59;2.19;2.35;2.57;2.78;2.56;2.91;2.43;—
Enterprise Value/EBIT;16.53;17.66;15.25;16.29;14.96;19.03;18.77;18.64;22.08;16.68;18.47;18.72;—
Enterprise Value/EBITDA;7.97;9.71;9.44;10.32;9.62;11.75;11.92;12.08;13.72;10.91;12.06;11.85;—
