Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.42;4.77;4.75;3.85;1.59;1.88;2.96;4.55;8.23;11.78;10.32;6.03;3.07
Price/Earnings;59.76;119.45;—;—;—;—;—;—;—;—;—;934.00;25.84
Price/Cash Flow;27.07;26.80;58.86;27.56;32.64;15.43;55.94;—;—;213.62;74.98;123.94;17.36
Price/Book;5.38;4.32;5.23;5.05;2.12;2.91;4.89;7.20;14.48;33.99;16.24;11.28;4.27
Price/Forward Earnings;30.03;36.10;63.69;46.51;30.30;94.34;81.97;172.41;-105.26;714.29;—;190.97;—
PEG Ratio;1.20;1.45;2.94;2.66;1.73;5.39;3.29;5.28;—;—;—;3.97;—
Earnings Yield %;1.67;0.84;-0.20;-0.50;-2.52;-8.74;-3.74;-2.01;-3.24;-3.00;-2.24;-3.65;—
Enterprise Value (Bil);0.59;0.63;0.73;0.71;0.35;0.39;0.63;1.13;2.35;4.21;4.11;1.77;—
Enterprise Value/EBIT;33.15;61.10;—;—;—;—;—;—;—;—;-101.15;-97.13;—
Enterprise Value/EBITDA;22.75;34.62;84.67;73.31;29.69;62.21;308.60;—;—;—;527.82;156.68;—
