Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.02;2.40;2.02;1.95;1.10;1.38;1.26;1.20;0.89;1.05;1.32;1.11;3.07
Price/Earnings;9.62;13.11;10.69;10.33;8.39;23.28;27.01;—;—;—;11.77;40.80;25.84
Price/Cash Flow;9.35;10.53;10.69;10.32;4.94;8.39;10.59;6.58;8.63;5.38;7.10;7.69;17.36
Price/Book;1.90;1.84;1.49;1.53;1.01;1.04;0.89;1.08;0.81;1.02;1.25;0.95;4.27
Price/Forward Earnings;8.61;10.45;13.19;12.74;8.40;17.36;11.93;11.25;16.31;13.07;10.78;20.47;—
PEG Ratio;1.17;1.49;3.62;0.76;1.64;—;0.73;—;8.46;0.18;0.43;1.27;—
Earnings Yield %;10.39;7.63;9.35;9.68;11.92;4.30;3.70;-1.03;-0.42;-12.30;8.49;-1.63;—
Enterprise Value (Bil);25.07;28.12;17.83;17.62;12.24;13.50;12.24;14.84;12.43;12.78;16.02;13.07;—
Enterprise Value/EBIT;7.96;12.17;8.05;7.96;8.27;26.55;25.33;21.56;40.33;—;17.12;29.17;—
Enterprise Value/EBITDA;6.91;9.82;6.32;6.25;5.49;10.89;10.71;9.83;10.42;—;9.03;10.83;—
