Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.98;3.46;5.43;5.55;3.31;2.94;1.90;2.55;4.39;6.76;6.80;3.83;3.01
Price/Earnings;52.61;34.00;53.93;53.35;28.63;156.56;56.01;64.25;76.31;165.87;105.66;109.49;25.53
Price/Cash Flow;27.95;22.51;32.39;31.24;21.00;30.29;18.72;20.85;35.53;53.51;54.51;32.93;17.03
Price/Book;10.56;7.42;11.28;11.21;6.11;7.54;5.84;8.33;14.32;21.51;20.24;11.92;4.19
Price/Forward Earnings;39.06;28.17;40.82;38.76;29.41;40.16;—;39.37;49.51;65.36;61.73;56.02;—
PEG Ratio;1.77;1.36;1.95;1.55;1.78;4.17;—;1.66;1.66;2.41;1.83;2.57;—
Earnings Yield %;1.90;2.94;1.85;1.87;3.49;0.64;1.79;1.56;1.31;0.60;0.95;1.20;—
Enterprise Value (Bil);10.13;8.78;16.00;20.45;13.72;10.56;7.61;11.29;25.23;40.92;44.64;19.82;—
Enterprise Value/EBIT;30.44;19.05;31.26;—;—;—;—;33.32;61.12;136.44;111.11;67.04;—
Enterprise Value/EBITDA;24.93;16.11;26.44;—;—;—;—;21.34;34.04;57.14;53.40;33.81;—
