Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.32;0.28;0.39;0.44;0.99;1.16;1.95;0.67;0.78;1.28;1.44;1.08;1.50
Price/Earnings;8.51;14.36;9.78;31.86;35.86;17.70;24.71;8.31;10.85;20.02;18.31;15.00;24.83
Price/Cash Flow;7.81;13.31;19.18;14.50;15.43;20.38;30.66;9.32;12.64;9.75;7.24;16.36;11.13
Price/Book;0.76;0.64;0.91;1.23;2.91;3.27;5.35;2.02;2.03;2.81;3.23;2.97;1.87
Price/Forward Earnings;—;8.96;15.72;13.16;16.18;16.18;20.33;8.76;11.07;14.35;12.90;13.46;—
PEG Ratio;—;0.52;0.91;0.76;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.75;6.96;10.22;3.14;2.79;5.65;4.05;12.03;9.22;5.00;5.46;7.71;—
Enterprise Value (Bil);0.22;0.24;0.36;0.53;1.14;1.45;2.85;1.63;1.83;2.58;3.16;2.04;—
Enterprise Value/EBIT;5.19;8.96;8.22;22.50;25.80;15.58;22.37;7.20;8.39;14.30;13.27;12.50;—
Enterprise Value/EBITDA;4.13;6.30;6.30;13.11;19.49;13.29;19.59;6.26;7.51;12.10;11.56;10.89;—
