Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.51;1.56;1.67;2.34;2.89;2.66;2.69;3.23;3.73;3.98;4.21;3.16;3.07
Price/Earnings;16.05;14.93;15.77;20.13;24.72;19.67;24.33;8.22;35.74;35.16;33.50;27.56;25.84
Price/Cash Flow;5.62;20.48;12.70;13.98;18.49;17.94;18.07;14.81;17.42;19.46;19.35;17.28;17.36
Price/Book;3.71;3.98;4.18;5.85;7.97;7.80;8.19;1.62;1.78;1.93;2.07;5.02;4.27
Price/Forward Earnings;13.50;13.37;14.08;18.45;21.51;19.27;19.80;20.92;20.62;19.76;21.93;20.53;—
PEG Ratio;1.44;1.55;2.19;1.79;2.36;1.91;2.44;2.03;1.74;2.20;2.78;2.66;—
Earnings Yield %;6.23;6.70;6.34;4.97;4.05;5.08;4.11;12.17;2.80;2.84;2.98;5.46;—
Enterprise Value (Bil);10.42;11.51;12.05;16.11;19.93;19.36;21.94;52.32;56.20;59.69;64.25;41.29;—
Enterprise Value/EBIT;11.01;10.43;17.39;13.55;16.14;13.35;17.18;48.90;25.79;25.29;25.33;24.36;—
Enterprise Value/EBITDA;8.89;8.57;13.03;11.32;13.62;11.56;14.56;36.82;19.54;20.94;21.16;19.62;—
