Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;0.52;1.17;1.99;0.39;0.16;0.62;1.47;6.45;33.76;31.23;7.20;3.07
Price/Earnings;—;—;—;—;—;—;—;—;72.58;132.93;281.81;—;25.84
Price/Cash Flow;—;—;—;26.50;—;—;—;36.17;84.47;103.64;107.49;75.66;17.36
Price/Book;—;2.63;6.62;14.73;3.04;6.15;—;121.82;21.12;54.37;34.96;46.27;4.27
Price/Forward Earnings;—;-30.40;-45.25;72.46;-7.70;-2.41;21.93;19.72;26.46;99.01;106.38;66.15;—
PEG Ratio;—;—;—;2.08;—;—;—;—;—;—;—;—;—
Earnings Yield %;—;-33.97;-10.88;-1.82;-3.70;-149.50;-29.05;-3.17;1.38;0.75;0.35;-29.71;—
Enterprise Value (Bil);—;0.11;0.24;0.59;0.16;0.07;0.22;0.50;3.12;22.33;25.14;4.48;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;55.33;203.23;292.82;-22.57;—
Enterprise Value/EBITDA;—;—;—;—;25.64;—;—;180.82;44.16;178.37;237.91;-55.15;—
