Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.77;0.94;1.22;0.90;0.85;1.16;1.34;0.85;1.14;1.68;1.70;1.18;3.07
Price/Earnings;8.90;9.43;18.54;17.64;571.80;33.36;21.65;10.79;14.08;17.12;19.39;17.46;25.84
Price/Cash Flow;—;7.46;10.38;10.50;6.92;7.84;14.55;10.17;8.81;9.05;11.10;10.48;17.36
Price/Book;1.71;2.05;2.18;2.32;1.72;2.30;2.68;1.79;2.44;2.89;2.80;2.33;4.27
Price/Forward Earnings;7.47;8.61;13.51;14.47;13.14;20.96;16.67;9.22;12.80;16.13;14.97;14.85;—
PEG Ratio;0.45;3.79;6.09;0.78;3.37;4.55;0.97;0.51;1.75;2.44;1.15;1.94;—
Earnings Yield %;11.24;10.60;5.39;5.67;0.17;3.00;4.62;9.27;7.10;5.84;5.16;6.63;—
Enterprise Value (Bil);3.89;4.48;5.19;4.07;2.86;3.62;4.68;4.41;5.82;7.24;7.48;4.95;—
Enterprise Value/EBIT;5.76;5.62;11.36;10.56;64.22;55.42;19.05;10.28;11.17;14.62;15.29;17.18;—
Enterprise Value/EBITDA;4.49;4.50;7.97;7.06;16.27;18.42;12.27;7.73;8.54;10.96;11.39;10.29;—
