Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.23;0.21;0.25;0.30;0.24;0.18;0.22;0.39;0.52;0.70;0.71;0.41;3.01
Price/Earnings;14.41;128.86;21.06;130.56;21.71;24.15;—;39.13;11.49;15.97;20.99;28.55;25.53
Price/Cash Flow;3.36;3.69;8.42;2.79;2.85;3.63;4.31;—;32.32;20.77;6.57;12.20;17.03
Price/Book;1.31;1.62;1.79;2.76;2.22;1.83;3.22;4.62;4.59;5.73;6.91;4.15;4.19
Price/Forward Earnings;12.80;21.05;15.63;18.18;16.16;15.97;22.57;12.79;—;—;20.79;18.66;—
PEG Ratio;0.55;1.22;0.91;1.05;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.94;0.78;4.75;0.77;4.61;4.20;-6.91;2.56;8.70;6.26;4.76;2.96;—
Enterprise Value (Bil);0.40;0.39;0.77;1.13;0.67;0.14;0.63;4.09;5.46;9.62;10.94;4.19;—
Enterprise Value/EBIT;3.08;10.88;4.20;12.15;1.64;0.36;—;7.43;4.98;7.86;9.73;3.20;—
Enterprise Value/EBITDA;1.98;3.40;2.84;5.17;1.25;0.25;—;5.90;4.60;7.35;8.93;4.99;—
