Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.49;0.64;1.11;3.79;4.76;6.03;5.57;4.74;3.13;3.53;3.83;4.65;1.06
Price/Earnings;6.08;7.05;9.18;12.50;13.80;—;11.45;11.23;11.30;35.00;6.58;29.77;22.79
Price/Cash Flow;2.51;2.60;4.81;—;81.84;—;—;63.34;—;—;63.08;62.75;6.13
Price/Book;0.43;0.50;0.84;0.46;0.60;0.79;0.75;0.70;0.57;0.40;0.43;0.65;1.77
Price/Forward Earnings;8.73;5.56;9.46;—;—;—;—;—;—;—;—;—;—
PEG Ratio;8.73;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;16.46;14.18;10.90;—;—;0.00;8.73;8.91;8.85;2.86;15.19;6.38;—
Enterprise Value (Mil);713.04;879.76;593.33;—;—;537.64;585.25;517.93;343.45;211.65;272.88;456.93;—
Enterprise Value/EBIT;7.74;9.28;4.91;—;—;—;10.49;5.87;4.49;7.45;3.84;99.34;—
Enterprise Value/EBITDA;3.28;3.55;2.19;—;—;51.90;8.92;5.30;3.79;5.43;3.42;13.74;—
