Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.16;4.05;6.05;4.36;5.49;4.63;3.68;4.40;2.55;2.20;1.70;3.62;3.07
Price/Earnings;4.21;16.41;30.40;27.69;56.44;54.89;33.69;—;—;—;116.63;50.87;25.84
Price/Cash Flow;16.83;14.00;28.13;15.41;19.65;16.33;14.79;18.93;28.03;15.34;10.22;19.10;17.36
Price/Book;4.19;2.79;3.97;3.75;5.36;5.66;4.10;6.12;8.45;13.78;13.41;7.69;4.27
Price/Forward Earnings;14.84;14.41;20.83;17.15;—;—;—;—;—;—;23.26;—;—
PEG Ratio;0.74;0.72;1.04;0.86;—;—;—;—;—;—;1.16;—;—
Earnings Yield %;23.76;6.09;3.29;3.61;1.77;1.82;2.97;-2.09;-2.95;-3.24;-4.53;-1.20;—
Enterprise Value (Mil);164.09;147.94;243.06;184.87;263.20;240.17;211.42;286.51;659.77;779.57;722.60;450.84;—
Enterprise Value/EBIT;17.35;16.34;32.48;21.22;30.87;33.39;17.94;28.65;—;843.69;220.44;48.14;—
Enterprise Value/EBITDA;15.15;14.23;27.26;17.93;24.93;25.59;14.63;21.46;50.85;23.87;19.47;32.85;—
