Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.35;0.38;0.51;0.69;1.26;1.79;2.01;1.59;1.92;2.06;1.88;1.89;1.06
Price/Earnings;10.23;6.50;9.40;11.06;15.50;16.47;13.19;15.90;20.55;22.31;22.90;17.53;22.79
Price/Cash Flow;—;3.88;5.12;5.85;13.21;13.35;59.04;12.07;26.17;11.35;9.81;21.05;6.13
Price/Book;0.64;0.72;0.95;1.25;2.12;3.02;3.24;2.61;3.00;2.89;2.44;3.00;1.77
Price/Forward Earnings;5.78;6.43;8.87;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.37;0.51;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.78;15.38;10.63;—;—;6.07;7.58;6.29;4.87;4.48;4.37;5.81;—
Enterprise Value (Bil);0.34;0.32;0.38;—;—;1.19;1.45;1.30;1.66;1.66;1.46;1.46;—
Enterprise Value/EBIT;7.07;5.88;6.92;—;—;12.88;9.66;12.19;17.96;19.33;19.17;14.20;—
Enterprise Value/EBITDA;4.90;4.25;4.95;—;—;10.20;8.05;9.41;13.14;13.63;12.85;10.80;—
