Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.64;0.74;1.38;1.61;1.94;2.30;3.41;2.57;3.13;2.98;2.95;2.82;3.01
Price/Earnings;—;235.00;87.20;26.58;48.84;20.80;65.68;6.45;39.66;47.65;36.16;28.98;25.53
Price/Cash Flow;9.19;9.68;10.90;13.33;19.92;16.31;18.90;12.02;22.69;19.52;13.53;18.61;17.03
Price/Book;1.04;0.93;1.78;1.91;4.18;4.89;8.54;4.61;7.69;9.42;9.84;7.43;4.19
Price/Forward Earnings;24.10;21.23;27.47;23.87;30.21;30.03;29.59;23.64;33.44;30.49;31.55;30.41;—
PEG Ratio;1.21;1.04;1.83;1.59;—;—;—;0.95;2.39;3.39;3.51;—;—
Earnings Yield %;-0.19;0.43;1.15;3.76;2.05;4.81;1.52;15.50;2.52;2.10;2.77;4.91;—
Enterprise Value (Bil);2.95;2.85;4.38;4.41;5.17;5.53;6.52;5.77;8.29;8.28;8.45;6.90;—
Enterprise Value/EBIT;17.84;33.32;35.10;18.04;24.56;13.64;28.19;8.08;30.14;32.69;25.38;22.20;—
Enterprise Value/EBITDA;8.63;11.89;14.33;10.40;13.95;10.35;18.45;6.85;20.35;21.47;18.13;15.29;—
