Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.77;6.96;6.40;5.34;4.35;4.70;5.13;7.64;5.70;6.34;7.07;6.46;3.07
Price/Earnings;—;29.81;24.64;25.11;22.52;33.42;96.55;—;75.33;544.00;104.46;195.62;25.84
Price/Cash Flow;12.80;17.04;20.34;16.87;17.93;13.34;26.68;18.26;71.02;42.90;30.78;155.50;17.36
Price/Book;1.77;3.32;3.54;2.90;2.87;3.15;3.31;5.87;4.60;4.56;5.30;4.68;4.27
Price/Forward Earnings;26.67;20.96;22.42;24.45;27.55;78.13;-87.72;588.24;-96.15;125.00;37.45;688.04;—
PEG Ratio;2.42;1.40;1.49;2.04;1.84;5.21;—;59.08;—;—;3.75;51.03;—
Earnings Yield %;-4.98;3.35;4.06;3.98;4.44;2.99;1.04;-0.72;1.33;0.18;0.96;1.04;—
Enterprise Value (Mil);218.51;296.89;306.54;239.39;207.84;290.00;321.15;572.50;507.87;537.26;687.82;497.47;—
Enterprise Value/EBIT;26.44;16.50;15.89;12.89;10.89;13.46;46.04;—;65.87;—;78.75;160.76;—
Enterprise Value/EBITDA;14.18;14.21;13.82;11.24;9.49;10.98;25.63;92.41;33.81;90.42;42.56;58.35;—
