Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.70;1.49;2.24;2.76;3.55;3.61;4.49;4.33;2.62;2.10;2.70;3.77;1.50
Price/Earnings;18.23;19.98;33.69;22.75;36.09;24.45;38.00;27.32;16.26;—;13.35;28.94;24.83
Price/Cash Flow;9.46;13.18;21.18;18.84;22.08;17.84;26.04;18.67;11.89;7.78;9.42;17.95;11.13
Price/Book;1.90;2.05;3.04;3.60;4.43;4.51;5.88;5.63;3.31;3.02;3.40;4.92;1.87
Price/Forward Earnings;12.63;16.53;16.29;19.38;—;17.92;21.46;15.90;10.29;9.32;11.74;17.00;—
PEG Ratio;1.21;2.78;2.74;3.26;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.48;5.01;2.97;4.40;2.77;4.09;2.63;3.66;6.15;-0.90;7.49;3.05;—
Enterprise Value (Bil);1.88;1.78;2.77;3.48;4.92;5.58;8.42;9.31;7.42;6.11;7.39;8.11;—
Enterprise Value/EBIT;12.65;14.18;24.37;17.73;27.97;18.28;27.93;19.69;13.76;—;13.28;21.94;—
Enterprise Value/EBITDA;8.63;8.99;13.85;15.88;22.76;16.03;21.66;15.44;11.09;31.43;9.34;21.67;—
