Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.00;0.96;1.41;1.26;1.52;1.96;3.54;1.66;1.74;2.10;2.10;2.19;3.07
Price/Earnings;13.14;13.54;18.48;17.11;17.31;21.56;30.54;11.18;18.09;21.37;21.25;20.47;25.84
Price/Cash Flow;11.56;7.83;15.17;22.66;15.38;13.47;24.63;12.05;11.36;17.50;16.22;16.20;17.36
Price/Book;2.67;3.58;5.00;4.05;4.40;5.38;8.99;3.70;3.78;4.76;4.63;5.25;4.27
Price/Forward Earnings;15.20;14.25;17.42;16.72;17.15;21.19;27.55;10.29;20.45;18.98;21.60;20.38;—
PEG Ratio;1.69;1.90;2.32;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.61;7.39;5.41;5.85;5.78;4.64;3.27;8.94;5.53;4.68;4.71;5.44;—
Enterprise Value (Mil);153.71;176.55;284.37;241.03;290.63;421.66;869.06;393.75;379.42;543.55;535.99;528.93;—
Enterprise Value/EBIT;5.67;6.79;9.98;8.60;9.18;12.28;18.89;7.23;11.95;14.95;14.26;13.16;—
Enterprise Value/EBITDA;5.39;6.49;9.64;8.39;8.98;12.00;18.09;6.96;11.16;14.07;13.40;12.53;—
