Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.72;1.14;1.52;1.11;1.23;1.26;1.64;0.77;0.73;0.53;0.85;0.95;3.07
Price/Earnings;34.97;45.91;36.00;34.31;20.36;17.84;29.59;17.38;14.30;—;24.25;20.51;25.84
Price/Cash Flow;29.34;22.58;48.15;14.58;12.15;11.35;19.33;9.04;7.99;4.12;5.70;10.08;17.36
Price/Book;2.62;3.59;4.51;3.19;3.85;3.18;4.53;2.40;2.71;2.15;2.91;2.96;4.27
Price/Forward Earnings;12.39;17.51;20.83;17.33;13.87;15.58;19.34;8.19;9.90;10.82;16.69;12.87;—
PEG Ratio;0.75;0.95;1.13;0.94;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.86;2.18;2.78;2.91;4.91;5.61;3.38;5.75;6.99;-12.19;4.12;2.19;—
Enterprise Value (Bil);0.93;1.25;1.65;1.29;1.42;1.31;1.67;1.39;1.62;1.20;1.47;1.40;—
Enterprise Value/EBIT;15.53;19.87;20.32;17.83;14.46;12.41;19.61;14.28;15.56;—;24.15;19.28;—
Enterprise Value/EBITDA;10.28;14.09;15.49;13.10;10.76;9.65;14.46;10.30;10.30;165.20;12.98;58.76;—
