Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.91;0.97;0.97;0.87;1.03;0.91;1.23;1.16;1.17;1.17;1.58;1.15;1.76
Price/Earnings;8.66;10.81;13.10;12.11;24.33;32.94;32.83;25.93;30.40;23.91;24.14;29.35;17.62
Price/Cash Flow;11.53;14.32;8.50;4.76;—;—;9.59;6.21;21.57;9.12;14.71;10.80;9.46
Price/Book;2.64;2.45;2.44;2.14;2.97;2.25;2.63;2.97;1.98;2.13;2.98;2.33;2.05
Price/Forward Earnings;10.49;—;—;—;—;—;—;—;—;—;22.68;—;—
PEG Ratio;2.87;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.54;—;—;—;—;3.04;3.05;—;—;—;4.14;3.57;—
Enterprise Value (Bil);13.18;—;—;—;—;17.71;20.11;—;—;—;37.69;21.90;—
Enterprise Value/EBIT;5.77;—;—;—;—;35.49;25.36;—;—;—;15.83;21.72;—
Enterprise Value/EBITDA;4.99;—;—;—;—;17.58;15.91;—;—;—;10.41;16.52;—
