Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.49;0.59;0.58;0.69;0.78;0.95;1.04;1.15;2.63;1.59;2.67;1.50;1.89
Price/Earnings;7.18;7.27;8.62;19.81;70.80;—;94.95;37.32;30.37;25.35;25.66;48.34;18.67
Price/Cash Flow;13.01;3.38;4.23;4.66;9.29;10.13;14.42;12.82;20.26;130.24;131.81;29.16;10.50
Price/Book;1.19;1.22;1.25;1.25;1.19;1.66;1.90;2.09;4.25;2.35;3.10;2.72;1.64
Price/Forward Earnings;7.99;7.89;8.61;19.84;21.05;17.79;17.86;15.31;22.47;34.97;57.80;25.84;—
PEG Ratio;1.60;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;13.93;13.76;11.60;5.05;1.41;-1.27;1.05;2.68;3.29;3.94;-0.22;2.04;—
Enterprise Value (Bil);0.52;0.56;0.68;0.67;0.58;0.79;0.89;1.04;2.46;1.35;1.85;1.49;—
Enterprise Value/EBIT;7.47;5.53;7.34;13.71;21.48;181.21;29.17;19.33;22.60;16.80;15.39;41.09;—
Enterprise Value/EBITDA;4.35;3.50;4.30;5.23;6.06;12.39;12.34;11.88;16.83;10.86;45.25;15.31;—
