Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;7.21;6.71;9.41;11.57;12.86;—;3.01
Price/Earnings;—;—;—;—;—;—;30.18;40.78;29.80;35.82;36.74;—;25.53
Price/Cash Flow;—;—;—;—;—;—;16.52;17.11;23.35;25.72;28.29;—;17.03
Price/Book;—;—;—;—;—;—;7.34;8.86;11.33;13.58;15.10;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;25.19;22.83;28.99;32.89;32.36;—;—
PEG Ratio;—;—;—;—;—;—;2.77;1.83;2.78;2.57;2.63;—;—
Earnings Yield %;—;—;—;—;—;—;3.31;2.45;3.36;2.79;2.72;—;—
Enterprise Value (Bil);—;—;—;—;—;—;612.68;726.36;1,139.77;1,611.71;1,985.99;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;22.89;17.53;23.36;27.31;29.38;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;16.91;13.96;18.80;22.55;25.00;—;—
