Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.59;0.56;1.04;1.04;1.19;1.95;2.41;1.96;2.79;4.52;4.04;2.79;2.84
Price/Earnings;25.10;—;—;19.19;—;26.63;24.55;24.25;29.29;24.61;22.41;26.70;25.50
Price/Cash Flow;9.09;8.33;17.85;8.87;24.33;14.31;22.15;14.07;22.70;24.32;14.54;19.99;19.00
Price/Book;1.17;1.57;3.12;2.52;3.67;5.60;5.99;5.12;6.75;9.62;9.20;6.52;3.29
Price/Forward Earnings;10.50;8.58;38.17;17.30;20.08;20.12;—;14.68;20.33;24.75;28.33;22.90;—
PEG Ratio;0.50;1.96;8.73;3.95;—;—;—;1.47;—;—;—;—;—
Earnings Yield %;3.98;-13.79;-9.93;5.21;-0.86;3.75;4.07;4.12;3.41;4.06;4.46;3.82;—
Enterprise Value (Bil);0.97;0.88;1.93;1.73;2.17;3.65;5.11;4.78;7.37;15.73;18.79;7.61;—
Enterprise Value/EBIT;14.33;—;—;13.83;660.19;25.01;24.36;19.35;26.09;26.43;16.29;24.45;—
Enterprise Value/EBITDA;6.71;—;—;9.38;42.30;17.98;19.78;15.40;20.88;23.42;15.20;19.69;—
