Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.94;0.95;1.34;1.32;1.23;1.34;1.12;1.09;1.21;1.00;1.33;1.13;3.07
Price/Earnings;13.97;13.84;20.10;18.99;17.39;18.26;14.51;14.19;13.64;14.11;17.96;14.65;25.84
Price/Cash Flow;8.84;9.29;12.88;13.49;9.91;10.00;11.90;8.66;10.42;9.48;7.77;9.49;17.36
Price/Book;3.54;3.78;5.74;6.29;7.32;8.60;6.64;6.89;7.14;5.08;5.43;6.72;4.27
Price/Forward Earnings;12.14;12.61;16.69;16.72;16.05;16.53;13.39;12.50;12.99;11.33;13.70;13.39;—
PEG Ratio;1.22;1.49;1.38;1.66;2.62;2.47;2.39;1.92;3.05;5.55;1.29;2.90;—
Earnings Yield %;7.16;7.23;4.98;5.27;5.75;5.48;6.89;7.05;7.33;7.09;5.57;7.05;—
Enterprise Value (Bil);14.59;14.85;21.68;22.07;21.32;23.14;19.90;19.16;21.54;17.07;19.35;19.39;—
Enterprise Value/EBIT;8.81;8.07;11.68;11.29;10.85;11.44;9.52;8.86;9.94;10.20;11.57;9.59;—
Enterprise Value/EBITDA;7.57;7.00;10.13;9.83;9.43;9.99;8.38;7.87;8.96;8.99;10.23;8.49;—
