Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;0.45;2.65;2.84;3.67;3.41;5.02;6.42;6.00;4.26;1.50
Price/Earnings;—;—;—;3.53;40.46;24.13;52.82;50.24;59.02;65.37;97.99;52.71;24.83
Price/Cash Flow;—;—;—;2.94;16.25;16.60;21.16;19.05;28.34;33.23;32.27;23.67;11.13
Price/Book;—;—;—;3.69;4.56;4.31;4.49;5.83;3.03;6.73;2.34;4.18;1.87
Price/Forward Earnings;—;—;—;16.95;23.31;27.78;31.75;29.41;34.84;34.84;31.85;33.84;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;1.76;—;—
Earnings Yield %;—;—;—;28.31;2.47;4.14;1.89;1.99;1.69;1.53;1.02;2.20;—
Enterprise Value (Bil);—;—;—;2.21;2.88;3.10;4.96;7.25;11.55;22.73;25.63;9.51;—
Enterprise Value/EBIT;—;—;—;12.71;19.80;16.19;22.79;29.30;35.57;73.32;105.51;35.42;—
Enterprise Value/EBITDA;—;—;—;10.22;14.61;12.60;16.40;20.31;23.48;42.59;48.17;22.38;—
