Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.44;1.45;2.65;0.49;0.54;0.24;0.73;0.40;0.25;0.24;0.54;0.39;3.01
Price/Earnings;—;23.77;34.21;9.73;19.08;—;355.50;12.74;4.69;—;7.87;65.64;25.53
Price/Cash Flow;3.40;237.07;—;—;—;5.30;10.62;4.03;6.31;0.91;1.76;5.69;17.03
Price/Book;1.03;2.53;5.07;1.07;1.19;0.76;2.11;1.02;0.56;0.65;1.29;1.05;4.19
Price/Forward Earnings;10.33;15.20;23.58;12.09;21.74;-1,250.00;18.21;6.48;4.96;8.66;10.74;14.64;—
PEG Ratio;1.03;0.82;0.94;0.53;0.94;—;0.79;0.28;0.22;—;0.47;0.73;—
Earnings Yield %;-4.50;4.21;2.92;10.27;5.24;-6.09;0.28;7.85;21.31;-6.59;12.71;3.62;—
Enterprise Value (Bil);0.66;1.33;3.25;1.37;1.81;1.59;2.14;1.52;1.68;1.43;1.66;1.71;—
Enterprise Value/EBIT;118.49;15.72;22.34;10.10;15.19;26.09;22.30;10.09;9.88;55.93;10.24;23.83;—
Enterprise Value/EBITDA;32.04;13.53;20.19;8.79;12.58;17.98;16.89;8.37;7.43;21.79;8.11;14.68;—
