Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.63;4.55;5.25;5.61;6.38;8.23;8.59;8.74;10.60;8.79;9.89;9.10;3.01
Price/Earnings;27.58;83.31;53.07;43.23;17.45;48.75;41.70;22.09;43.38;33.69;37.24;52.14;25.53
Price/Cash Flow;7.40;7.56;8.61;9.03;10.39;12.80;12.82;13.34;15.46;13.02;14.97;13.64;17.03
Price/Book;2.30;2.82;3.67;2.97;3.20;4.29;4.63;4.48;5.66;4.49;5.09;4.77;4.19
Price/Forward Earnings;36.76;51.81;42.37;—;—;—;—;—;—;—;—;—;—
PEG Ratio;9.18;51.94;42.34;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.63;1.20;1.88;2.31;5.73;2.05;2.40;4.53;2.31;2.97;2.69;2.56;—
Enterprise Value (Bil);2.13;2.92;3.37;3.33;3.28;4.14;4.17;4.54;5.53;4.48;5.00;4.62;—
Enterprise Value/EBIT;20.00;25.38;27.77;24.38;13.17;28.08;23.87;17.11;29.39;21.71;26.25;26.24;—
Enterprise Value/EBITDA;11.15;13.00;14.68;13.38;9.24;16.66;15.45;12.52;19.08;14.57;17.65;16.57;—
