Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.49;6.45;7.32;5.08;3.26;3.60;3.06;3.00;3.51;2.86;3.58;3.32;3.07
Price/Earnings;68.33;86.82;105.25;86.71;68.75;139.17;128.67;53.42;64.79;42.00;95.83;92.25;25.84
Price/Cash Flow;22.76;29.70;30.25;25.97;20.83;32.92;16.59;19.57;13.16;16.04;18.08;21.07;17.36
Price/Book;7.52;4.82;6.22;5.06;2.50;2.78;2.50;2.47;2.64;2.05;2.60;2.56;4.27
Price/Forward Earnings;60.61;59.88;70.42;70.92;59.52;100.00;85.47;60.24;71.43;217.39;149.25;108.87;—
PEG Ratio;2.88;4.00;3.28;3.72;3.13;5.57;4.77;3.55;5.96;18.20;12.52;7.40;—
Earnings Yield %;1.46;1.15;0.95;1.15;1.45;0.72;0.78;1.87;1.54;2.38;1.04;1.42;—
Enterprise Value (Mil);379.56;544.41;786.88;699.50;551.43;694.51;615.32;606.34;739.41;566.80;848.55;675.72;—
Enterprise Value/EBIT;37.89;40.45;54.26;44.67;34.67;87.18;75.50;41.65;51.99;31.46;71.46;63.54;—
Enterprise Value/EBITDA;25.31;27.06;35.45;27.29;17.76;24.12;18.17;14.77;18.04;11.99;19.39;18.14;—
