Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.45;2.04;2.90;2.60;2.85;3.47;3.77;2.61;3.05;4.52;3.90;3.35;3.07
Price/Earnings;10.56;18.15;26.03;21.15;30.66;34.49;28.75;36.10;32.04;66.84;37.44;37.48;25.84
Price/Cash Flow;8.47;11.74;16.55;16.21;14.95;22.57;17.33;12.44;19.88;25.13;23.22;18.35;17.36
Price/Book;1.87;2.31;3.16;2.96;3.25;4.20;4.72;2.80;3.17;4.08;3.66;3.72;4.27
Price/Forward Earnings;11.15;13.89;18.45;17.83;18.98;21.93;24.39;16.37;27.78;35.84;27.32;26.02;—
PEG Ratio;1.13;1.39;1.84;1.78;1.27;1.46;1.63;1.36;3.14;3.38;1.62;2.08;—
Earnings Yield %;9.47;5.51;3.84;4.73;3.26;2.90;3.48;2.77;3.12;1.50;2.67;2.85;—
Enterprise Value (Bil);0.92;1.21;2.01;2.08;2.25;3.66;4.62;4.45;4.89;6.34;6.17;4.70;—
Enterprise Value/EBIT;7.52;11.87;18.81;14.30;21.27;28.37;22.63;19.40;24.02;45.78;28.22;26.73;—
Enterprise Value/EBITDA;5.98;9.07;14.30;11.23;15.25;20.60;17.39;13.83;16.31;27.12;19.58;18.47;—
