Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.52;4.21;3.78;5.31;3.15;3.96;7.48;3.98;3.22;4.35;3.61;4.97;3.07
Price/Earnings;—;—;—;144.86;322.00;29.27;36.27;41.71;20.59;—;65.45;39.38;25.84
Price/Cash Flow;—;68.78;—;28.43;25.63;20.59;40.31;32.30;19.90;593.08;114.62;94.22;17.36
Price/Book;4.50;2.33;2.26;3.54;2.24;2.79;4.59;2.59;1.64;1.96;1.82;3.00;4.27
Price/Forward Earnings;-217.39;-80.65;-22.62;256.41;107.53;41.84;—;24.33;40.16;—;40.00;37.59;—
PEG Ratio;—;—;—;12.68;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.41;-4.04;-6.68;0.69;0.31;3.42;2.76;2.40;4.86;-1.98;-0.49;2.14;—
Enterprise Value (Mil);416.23;309.03;267.34;470.88;250.55;369.97;983.69;565.37;337.10;530.03;534.24;634.78;—
Enterprise Value/EBIT;—;—;—;—;33.70;21.41;39.91;21.68;21.01;—;51.99;44.45;—
Enterprise Value/EBITDA;—;—;—;94.90;18.88;16.13;31.96;16.89;14.52;630.24;26.16;81.96;—
