Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.85;1.77;2.88;2.90;2.10;2.56;2.16;1.57;1.72;1.77;2.08;1.94;3.07
Price/Earnings;21.86;16.87;25.48;25.33;17.78;20.91;30.84;21.95;53.29;30.00;37.41;30.45;25.84
Price/Cash Flow;16.81;17.83;34.40;22.11;13.88;17.48;33.62;33.87;14.13;15.44;13.37;22.05;17.36
Price/Book;3.32;3.27;4.71;4.68;3.29;4.59;2.88;2.34;1.54;1.38;1.52;2.46;4.27
Price/Forward Earnings;16.47;14.84;20.28;20.79;15.67;19.31;19.96;15.43;16.05;17.42;18.55;18.60;—
PEG Ratio;0.73;0.93;1.35;1.39;1.31;2.97;1.25;1.03;—;—;—;1.49;—
Earnings Yield %;4.57;5.93;3.92;3.95;5.62;4.78;3.24;4.56;1.88;3.33;2.67;3.50;—
Enterprise Value (Bil);3.54;4.28;7.38;8.67;6.77;8.49;9.46;10.24;19.07;17.52;19.21;13.15;—
Enterprise Value/EBIT;14.19;10.92;17.36;17.27;11.60;15.45;24.38;21.70;36.21;21.31;25.29;24.43;—
Enterprise Value/EBITDA;12.01;9.82;15.54;15.45;10.45;13.80;19.49;17.62;23.48;15.01;16.37;19.28;—
