Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.36;0.37;0.66;0.41;0.32;0.29;0.21;0.14;0.08;0.24;2.61;0.37;3.01
Price/Earnings;8.90;—;15.79;10.66;7.75;6.79;5.28;—;—;—;404.00;59.17;25.53
Price/Cash Flow;3.93;5.32;7.03;12.58;4.78;4.40;4.70;4.71;—;6.15;90.41;12.49;17.03
Price/Book;1.11;1.45;2.66;1.83;1.51;1.21;0.79;0.82;0.65;3.96;17.17;3.80;4.19
Price/Forward Earnings;7.69;7.26;16.10;9.40;7.24;6.32;5.61;5.15;38.91;-41.15;—;7.79;—
PEG Ratio;1.01;—;0.95;0.55;0.48;0.42;0.37;—;—;—;—;0.49;—
Earnings Yield %;11.23;-11.48;6.33;9.38;12.91;14.73;18.94;-46.04;-128.13;-24.89;-0.82;-47.52;—
Enterprise Value (Bil);2.97;2.67;5.06;3.65;3.10;3.03;2.18;1.65;1.28;2.02;15.12;2.91;—
Enterprise Value/EBIT;4.62;—;8.05;6.17;4.75;4.64;4.20;—;—;—;0.01;7.90;—
Enterprise Value/EBITDA;3.58;90.03;6.33;4.84;3.85;3.69;3.23;—;—;—;11.77;4.73;—
