Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.25;1.81;2.03;1.64;1.89;4.77;2.83;1.39;1.51;1.12;1.69;2.24;3.01
Price/Earnings;8.85;15.96;12.81;—;—;—;24.26;11.51;—;—;1,110.00;195.62;25.53
Price/Cash Flow;3.96;3.61;3.68;2.72;3.60;11.31;6.31;2.97;3.09;3.21;5.39;5.16;17.03
Price/Book;1.25;0.98;1.03;0.77;1.71;3.72;2.29;1.29;1.53;—;1.38;2.54;4.19
Price/Forward Earnings;7.33;7.97;10.41;16.67;-181.82;57.14;63.29;17.99;36.76;21.74;8.59;62.63;—
PEG Ratio;0.75;0.58;1.00;4.12;—;2.12;—;—;—;—;1.72;—;—
Earnings Yield %;11.29;6.27;7.81;-0.40;-117.18;-72.29;4.12;8.69;-9.85;-146.51;0.09;-45.59;—
Enterprise Value (Bil);42.63;44.16;43.69;34.01;23.93;31.57;22.72;17.45;18.02;14.24;16.67;20.73;—
Enterprise Value/EBIT;5.61;8.74;8.21;11.82;—;—;24.30;8.81;231.04;—;21.40;-20.92;—
Enterprise Value/EBITDA;3.69;3.63;3.72;3.26;9.36;5.16;6.96;4.03;6.75;—;7.17;21.27;—
