Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;6.28;4.63;4.99;6.40;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;116.79;128.26;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;22.26;15.83;15.77;19.91;—;17.36
Price/Book;—;—;—;—;—;—;—;13.01;9.79;10.58;29.81;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;51.02;28.41;23.36;23.81;—;—
PEG Ratio;—;—;—;—;—;—;—;6.38;1.26;1.06;1.81;—;—
Earnings Yield %;—;—;—;—;—;—;—;-6.18;-0.39;0.86;-1.92;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;7.49;7.34;8.90;12.55;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;141.29;81.36;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;79.94;39.65;40.64;—;—
