Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.80;1.64;1.97;2.02;2.03;2.06;4.79;1.44;2.87;2.55;5.18;2.63;3.07
Price/Earnings;—;—;—;—;—;1,735.00;57.41;13.84;—;—;12.28;238.53;25.84
Price/Cash Flow;—;—;30.77;—;—;198.90;55.01;—;225.39;—;155.97;176.65;17.36
Price/Book;1.14;1.41;1.66;1.91;3.37;4.56;9.99;3.38;11.65;8.20;20.87;7.46;4.27
Price/Forward Earnings;-18.18;-158.73;47.62;76.34;42.55;31.55;37.74;—;—;—;40.32;55.92;—
PEG Ratio;—;—;—;—;—;—;1.40;—;—;—;2.02;—;—
Earnings Yield %;-10.34;-5.11;-2.26;-6.09;-4.38;0.06;1.74;7.23;-7.34;-7.22;-1.21;-2.70;—
Enterprise Value (Mil);15.24;42.53;59.55;73.60;118.28;186.25;577.85;210.87;491.84;409.08;862.66;362.10;—
Enterprise Value/EBIT;—;—;—;—;—;—;82.81;—;—;—;-2,734.32;-306.31;—
Enterprise Value/EBITDA;—;—;—;—;—;194.82;72.44;—;—;—;287.14;42.27;—
