Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.62;2.52;2.51;2.27;0.87;0.60;1.65;1.13;1.16;1.38;3.22;1.23;3.01
Price/Earnings;6.28;6.90;7.91;8.50;3.78;—;15.23;4.99;10.06;10.55;10.50;16.89;25.53
Price/Cash Flow;4.34;4.10;4.33;3.65;1.45;1.30;3.91;2.42;2.34;2.09;3.36;2.41;17.03
Price/Book;1.37;1.40;1.32;1.13;0.43;0.36;1.16;0.74;0.87;0.92;1.55;0.78;4.19
Price/Forward Earnings;5.48;5.77;4.68;7.66;—;7.23;7.45;5.64;8.77;—;—;7.45;—
PEG Ratio;0.55;0.58;0.47;0.77;—;—;—;—;—;—;—;—;—
Earnings Yield %;15.91;14.49;12.64;11.77;26.49;-3.58;6.57;20.06;9.94;9.48;9.52;10.60;—
Enterprise Value (Bil);0.82;1.42;1.64;1.67;1.55;1.57;2.09;2.47;2.69;2.82;2.85;2.27;—
Enterprise Value/EBIT;11.48;13.84;14.87;16.29;16.04;41.83;24.26;16.14;16.91;21.53;17.79;22.50;—
Enterprise Value/EBITDA;8.00;9.33;9.38;9.33;8.45;9.59;10.51;9.06;9.31;11.64;10.46;9.91;—
