Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.39;0.29;0.28;0.26;0.28;0.32;0.57;0.37;0.45;0.30;0.37;0.41;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;17.45;27.55;19.76;25.53
Price/Cash Flow;—;—;19.42;25.85;21.87;—;—;—;—;8.67;20.82;24.71;17.03
Price/Book;1.27;1.11;1.22;1.33;1.73;2.06;3.47;1.72;1.83;0.98;1.28;2.03;4.19
Price/Forward Earnings;7.62;322.58;-57.80;10.52;8.62;10.60;—;—;—;—;11.83;—;—
PEG Ratio;0.38;15.91;—;0.53;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.78;-19.95;-12.91;-5.21;-1.03;-2.30;-4.95;-17.53;-3.48;5.73;-2.94;-3.39;—
Enterprise Value (Mil);279.66;234.23;264.24;317.92;319.75;357.92;420.36;196.10;233.50;151.60;193.36;272.26;—
Enterprise Value/EBIT;101.33;44.64;10.49;9.66;12.14;22.22;—;—;54.74;14.20;23.71;-18.45;—
Enterprise Value/EBITDA;16.59;13.25;7.28;7.39;8.60;13.49;—;—;26.85;9.81;18.48;-253.49;—
