Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.99;2.13;3.16;3.37;3.82;4.42;4.38;6.26;6.34;8.92;7.93;5.70;3.01
Price/Earnings;19.91;19.07;29.40;29.64;32.45;32.12;31.72;39.50;48.29;60.38;47.49;39.84;25.53
Price/Cash Flow;17.63;20.27;22.62;33.28;26.24;27.74;31.84;39.47;42.72;50.16;38.58;36.28;17.03
Price/Book;3.55;3.96;6.35;7.36;9.00;11.76;11.84;16.30;18.30;22.68;18.88;15.22;4.19
Price/Forward Earnings;15.82;17.18;24.51;28.33;—;—;—;40.16;—;—;—;—;—
PEG Ratio;1.58;1.72;2.45;2.83;—;—;—;4.02;—;—;—;—;—
Earnings Yield %;5.02;5.24;3.40;3.37;3.08;3.11;3.15;2.53;2.07;1.66;2.11;2.64;—
Enterprise Value (Bil);0.61;0.71;1.11;1.24;1.43;1.66;1.69;2.57;2.72;3.70;3.60;2.35;—
Enterprise Value/EBIT;11.92;12.28;19.33;19.41;22.18;22.35;21.85;32.40;32.61;47.50;37.98;29.46;—
Enterprise Value/EBITDA;10.93;11.32;17.69;17.78;20.16;20.57;20.08;29.50;29.89;43.23;35.32;26.96;—
