Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.32;0.37;0.45;0.47;0.46;0.59;0.66;0.44;0.54;0.57;0.77;0.54;3.01
Price/Earnings;14.49;16.02;23.32;19.01;18.69;22.61;22.58;13.50;15.44;36.73;47.31;20.82;25.53
Price/Cash Flow;11.61;12.71;13.79;15.80;13.19;14.55;13.38;18.15;12.82;7.03;8.49;13.31;17.03
Price/Book;1.44;1.72;2.00;1.85;1.94;2.68;2.97;1.88;2.46;2.49;3.15;2.44;4.19
Price/Forward Earnings;12.06;13.42;16.42;15.08;15.50;19.65;20.04;11.64;—;—;—;16.99;—
PEG Ratio;1.35;0.89;1.10;1.01;1.03;1.31;1.34;0.78;—;—;—;1.11;—
Earnings Yield %;6.90;6.24;4.29;5.26;5.35;4.42;4.43;7.40;6.48;2.72;2.11;5.40;—
Enterprise Value (Bil);1.47;1.87;2.80;2.70;2.81;4.31;4.74;3.29;4.99;4.86;6.46;4.37;—
Enterprise Value/EBIT;6.69;7.43;12.64;10.32;10.10;13.52;13.27;9.60;10.95;19.70;23.70;12.91;—
Enterprise Value/EBITDA;5.44;5.98;9.83;8.00;7.98;10.84;10.68;7.74;9.18;13.83;17.01;10.13;—
